AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2020,1,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,M,30-59 AÑOS,PERÚ,2
2023,1,60801,CAJAMARCA,JAEN,JAEN,F,12-17 AÑOS,PERÚ,3
2019,5,80106,CUSCO,CUSCO,SANTIAGO,M,12-17 AÑOS,PERÚ,4
2024,5,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,M,18-29 AÑOS,PERÚ,2
2023,2,150119,LIMA METROPOLITANA,LIMA,LURIN,F,12-17 AÑOS,PERÚ,2
2024,4,100101,HUÁNUCO,HUANUCO,HUANUCO,M,12-17 AÑOS,PERÚ,3
2022,10,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,12-17 AÑOS,PERÚ,15
2025,3,60808,CAJAMARCA,JAEN,PUCARA,F,12-17 AÑOS,PERÚ,2
2019,8,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,18-29 AÑOS,PERÚ,2
2024,12,170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,F,12-17 AÑOS,PERÚ,1
2023,4,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,6-11 AÑOS,PERÚ,1
2019,5,61005,CAJAMARCA,SAN MARCOS,ICHOCAN,F,30-59 AÑOS,PERÚ,1
2023,9,200602,PIURA,SULLANA,BELLAVISTA,M,18-29 AÑOS,PERÚ,1
2019,3,70101,CALLAO,CALLAO,CALLAO,M,60 A MAS AÑOS,PERÚ,1
2020,6,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,F,18-29 AÑOS,PERÚ,1
2022,1,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,F,12-17 AÑOS,PERÚ,3
2021,3,200601,PIURA,SULLANA,SULLANA,F,12-17 AÑOS,PERÚ,2
2020,1,150102,LIMA METROPOLITANA,LIMA,ANCON,M,30-59 AÑOS,PERÚ,1
2020,10,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,12-17 AÑOS,PERÚ,8
2020,8,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,M,60 A MAS AÑOS,PERÚ,1
2019,5,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,12-17 AÑOS,PERÚ,4
2022,7,130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,F,12-17 AÑOS,PERÚ,1
2019,2,61101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,F,18-29 AÑOS,PERÚ,1
2019,7,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,18-29 AÑOS,VENEZUELA,1
2025,3,50101,AYACUCHO,HUAMANGA,AYACUCHO,F,30-59 AÑOS,PERÚ,1
2021,3,160101,LORETO,MAYNAS,IQUITOS,M,18-29 AÑOS,PERÚ,2
2022,9,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,6-11 AÑOS,PERÚ,1
2020,10,210601,PUNO,HUANCANE,HUANCANE,F,12-17 AÑOS,PERÚ,1
2024,8,50116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES,F,6-11 AÑOS,PERÚ,1
2022,1,220804,SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,M,30-59 AÑOS,PERÚ,1
2021,12,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,F,60 A MAS AÑOS,PERÚ,1
2021,12,40110,AREQUIPA,AREQUIPA,MIRAFLORES,F,12-17 AÑOS,PERÚ,2
2025,4,211105,PUNO,SAN ROMAN,SAN MIGUEL,M,12-17 AÑOS,PERÚ,1
2022,10,150101,LIMA METROPOLITANA,LIMA,LIMA,F,60 A MAS AÑOS,PERÚ,2
2023,10,230104,TACNA,TACNA,CIUDAD NUEVA,F,12-17 AÑOS,PERÚ,6
2024,12,150103,LIMA METROPOLITANA,LIMA,ATE,F,6-11 AÑOS,PERÚ,1
2019,5,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,M,30-59 AÑOS,PERÚ,1
2024,12,120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,F,12-17 AÑOS,PERÚ,4
2024,3,150103,LIMA METROPOLITANA,LIMA,ATE,F,30-59 AÑOS,PERÚ,1
2022,11,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12-17 AÑOS,PERÚ,1
2021,5,150205,REGIÓN LIMA,BARRANCA,SUPE PUERTO,F,12-17 AÑOS,PERÚ,1
2021,1,10702,AMAZONAS,UTCUBAMBA,CAJARURO,F,18-29 AÑOS,PERÚ,1
2024,12,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,F,30-59 AÑOS,PERÚ,1
2023,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,12-17 AÑOS,PERÚ,1
2022,12,160108,LORETO,MAYNAS,PUNCHANA,F,60 A MAS AÑOS,PERÚ,1
2024,11,110112,ICA,ICA,SUBTANJALLA,F,12-17 AÑOS,VENEZUELA,1
2020,2,30216,APURIMAC,ANDAHUAYLAS,TALAVERA,F,12-17 AÑOS,PERÚ,4
2022,3,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,,PERÚ,1
2020,8,211207,PUNO,SANDIA,SAN JUAN DEL ORO,F,12-17 AÑOS,PERÚ,1
2023,11,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,18-29 AÑOS,PERÚ,1
2020,12,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,30-59 AÑOS,PERÚ,1
2024,3,150101,LIMA METROPOLITANA,LIMA,LIMA,F,18-29 AÑOS,PERÚ,9
2020,10,150105,LIMA METROPOLITANA,LIMA,BREÑA,F,12-17 AÑOS,PERÚ,2
2024,2,150205,REGIÓN LIMA,BARRANCA,SUPE PUERTO,M,12-17 AÑOS,PERÚ,1
2020,2,50101,AYACUCHO,HUAMANGA,AYACUCHO,F,18-29 AÑOS,PERÚ,5
2023,9,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,M,18-29 AÑOS,PERÚ,1
2022,11,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,60 A MAS AÑOS,PERÚ,1
2022,7,211101,PUNO,SAN ROMAN,JULIACA,M,12-17 AÑOS,PERÚ,4
2019,4,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,18-29 AÑOS,PERÚ,1
2020,8,130106,LA LIBERTAD,TRUJILLO,LAREDO,M,12-17 AÑOS,PERÚ,1
2021,8,211209,PUNO,SANDIA,ALTO INAMBARI,M,30-59 AÑOS,PERÚ,1
2024,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,18-29 AÑOS,PERÚ,2
2023,11,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,60 A MAS AÑOS,PERÚ,1
2022,8,150728,REGIÓN LIMA,HUAROCHIRI,SANTA EULALIA,F,12-17 AÑOS,PERÚ,2
2021,2,40110,AREQUIPA,AREQUIPA,MIRAFLORES,F,12-17 AÑOS,VENEZUELA,1
2025,2,150122,LIMA METROPOLITANA,LIMA,MIRAFLORES,M,12-17 AÑOS,PERÚ,1
2021,9,60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,F,18-29 AÑOS,PERÚ,1
2019,4,20801,ÁNCASH,CASMA,CASMA,M,18-29 AÑOS,VENEZUELA,1
2023,5,120401,JUNÍN,JAUJA,JAUJA,F,12-17 AÑOS,VENEZUELA,1
2024,10,210901,PUNO,MOHO,MOHO,F,12-17 AÑOS,PERÚ,1
2023,3,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,F,12-17 AÑOS,PERÚ,2
2020,11,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,F,18-29 AÑOS,PERÚ,1
2024,1,70101,CALLAO,CALLAO,CALLAO,F,30-59 AÑOS,PERÚ,2
2024,6,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,6-11 AÑOS,PERÚ,2
2019,8,150139,LIMA METROPOLITANA,LIMA,SANTA ROSA,M,30-59 AÑOS,PERÚ,1
2023,6,120101,JUNÍN,HUANCAYO,HUANCAYO,F,30-59 AÑOS,PERÚ,1
2020,10,180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,12-17 AÑOS,PERÚ,1
2020,8,20801,ÁNCASH,CASMA,CASMA,M,18-29 AÑOS,PERÚ,1
2024,6,40307,AREQUIPA,CARAVELI,CHALA,M,12-17 AÑOS,PERÚ,1
2022,7,70106,CALLAO,CALLAO,VENTANILLA,M,12-17 AÑOS,PERÚ,2
2019,3,80104,CUSCO,CUSCO,SAN JERONIMO,F,12-17 AÑOS,PERÚ,1
2022,5,60301,CAJAMARCA,CELENDIN,CELENDIN,M,12-17 AÑOS,PERÚ,2
2020,11,150801,REGIÓN LIMA,HUAURA,HUACHO,M,30-59 AÑOS,PERÚ,1
2024,5,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,F,60 A MAS AÑOS,PERÚ,1
2024,2,120501,JUNÍN,JUNIN,JUNIN,F,12-17 AÑOS,PERÚ,2
2023,6,130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,M,30-59 AÑOS,PERÚ,1
2021,3,150110,LIMA METROPOLITANA,LIMA,COMAS,M,60 A MAS AÑOS,PERÚ,1
2023,3,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,M,12-17 AÑOS,PERÚ,2
2024,12,200302,PIURA,HUANCABAMBA,CANCHAQUE,M,30-59 AÑOS,PERÚ,1
2019,5,150103,LIMA METROPOLITANA,LIMA,ATE,M,12-17 AÑOS,PERÚ,1
2019,5,110201,ICA,CHINCHA,CHINCHA ALTA,M,60 A MAS AÑOS,PERÚ,1
2022,4,220901,SAN MARTÍN,SAN MARTIN,TARAPOTO,M,60 A MAS AÑOS,PERÚ,1
2022,3,80901,CUSCO,LA CONVENCION,SANTA ANA,M,60 A MAS AÑOS,PERÚ,1
2024,1,120704,JUNÍN,TARMA,HUASAHUASI,F,12-17 AÑOS,PERÚ,1
2024,10,150134,LIMA METROPOLITANA,LIMA,SAN LUIS,M,60 A MAS AÑOS,PERÚ,1
2020,3,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,M,12-17 AÑOS,PERÚ,1
2022,10,230101,TACNA,TACNA,TACNA,M,12-17 AÑOS,PERÚ,3
2023,4,21014,ÁNCASH,HUARI,SAN MARCOS,M,12-17 AÑOS,PERÚ,1
2022,3,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,30-59 AÑOS,PERÚ,1
2020,10,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,M,18-29 AÑOS,PERÚ,1
2023,3,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,12-17 AÑOS,PERÚ,2
2021,9,120608,JUNÍN,SATIPO,RIO TAMBO,M,12-17 AÑOS,PERÚ,1
2021,5,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,60 A MAS AÑOS,CHINA,1
2022,9,81307,CUSCO,URUBAMBA,YUCAY,F,12-17 AÑOS,PERÚ,1
2023,5,200105,PIURA,PIURA,CATACAOS,F,12-17 AÑOS,PERÚ,2
2022,7,90206,HUANCAVELICA,ACOBAMBA,PAUCARA,F,18-29 AÑOS,PERÚ,1
2020,4,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,12-17 AÑOS,PERÚ,3
2020,7,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,F,12-17 AÑOS,PERÚ,1
2024,12,40128,AREQUIPA,AREQUIPA,YURA,F,18-29 AÑOS,PERÚ,1
2024,3,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,M,30-59 AÑOS,PERÚ,1
2019,10,120607,JUNÍN,SATIPO,RIO NEGRO,F,12-17 AÑOS,PERÚ,2
2020,11,100101,HUÁNUCO,HUANUCO,HUANUCO,M,18-29 AÑOS,PERÚ,1
2019,3,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,12-17 AÑOS,PERÚ,2
2019,11,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,,PERÚ,1
2023,4,220910,SAN MARTÍN,SAN MARTIN,MORALES,M,18-29 AÑOS,PERÚ,2
2021,1,100207,HUÁNUCO,AMBO,SAN RAFAEL,F,18-29 AÑOS,PERÚ,1
2024,8,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,60 A MAS AÑOS,PERÚ,1
2022,4,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,F,12-17 AÑOS,PERÚ,1
2025,3,150119,LIMA METROPOLITANA,LIMA,LURIN,M,60 A MAS AÑOS,PERÚ,1
2023,11,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,12-17 AÑOS,PERÚ,1
2025,3,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,30-59 AÑOS,PERÚ,2
2021,5,50113,AYACUCHO,HUAMANGA,TAMBILLO,F,30-59 AÑOS,PERÚ,1
2025,4,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,F,12-17 AÑOS,PERÚ,4
2021,8,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,30-59 AÑOS,VENEZUELA,1
2024,4,30505,APURIMAC,COTABAMBAS,MARA,F,18-29 AÑOS,PERÚ,1
2019,5,150512,REGIÓN LIMA,CAÑETE,QUILMANA,F,12-17 AÑOS,PERÚ,2
2020,5,211201,PUNO,SANDIA,SANDIA,M,30-59 AÑOS,PERÚ,1
2022,10,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,F,12-17 AÑOS,PERÚ,1
2024,11,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,18-29 AÑOS,PERÚ,2
2021,7,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,F,12-17 AÑOS,PERÚ,3
2021,12,120604,JUNÍN,SATIPO,MAZAMARI,F,12-17 AÑOS,PERÚ,3
2020,5,70101,CALLAO,CALLAO,CALLAO,M,30-59 AÑOS,PERÚ,3
2021,10,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,F,18-29 AÑOS,PERÚ,2
2024,5,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,18-29 AÑOS,PERÚ,1
2021,1,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,30-59 AÑOS,PERÚ,1
2019,8,61001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,M,18-29 AÑOS,PERÚ,1
2020,9,220105,SAN MARTÍN,MOYOBAMBA,SORITOR,F,12-17 AÑOS,PERÚ,1
2019,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,18-29 AÑOS,PERÚ,1
2024,4,130107,LA LIBERTAD,TRUJILLO,MOCHE,M,18-29 AÑOS,PERÚ,1
2022,11,220901,SAN MARTÍN,SAN MARTIN,TARAPOTO,M,18-29 AÑOS,PERÚ,3
2019,7,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,F,12-17 AÑOS,PERÚ,7
2021,3,211101,PUNO,SAN ROMAN,JULIACA,F,12-17 AÑOS,PERÚ,12
2021,11,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,M,30-59 AÑOS,PERÚ,1
2025,4,120304,JUNÍN,CHANCHAMAYO,SAN LUIS DE SHUARO,M,30-59 AÑOS,PERÚ,1
2020,7,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,18-29 AÑOS,PERÚ,2
2021,6,200304,PIURA,HUANCABAMBA,HUARMACA,F,,PERÚ,1
2019,5,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,30-59 AÑOS,PERÚ,1
2021,8,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,30-59 AÑOS,PERÚ,3
2024,8,100102,HUÁNUCO,HUANUCO,AMARILIS,M,12-17 AÑOS,PERÚ,2
2022,8,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,F,12-17 AÑOS,PERÚ,1
2021,7,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,18-29 AÑOS,PERÚ,1
2024,2,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,F,12-17 AÑOS,PERÚ,2
2022,10,40101,AREQUIPA,AREQUIPA,AREQUIPA,F,6-11 AÑOS,PERÚ,1
2022,8,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,M,18-29 AÑOS,PERÚ,1
2019,8,20501,ÁNCASH,BOLOGNESI,CHIQUIAN,F,12-17 AÑOS,PERÚ,1
2023,3,70101,CALLAO,CALLAO,CALLAO,M,30-59 AÑOS,PERÚ,3
2021,10,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,30-59 AÑOS,PERÚ,1
2024,10,150601,REGIÓN LIMA,HUARAL,HUARAL,F,12-17 AÑOS,PERÚ,2
2020,6,80910,CUSCO,LA CONVENCION,PICHARI,F,12-17 AÑOS,PERÚ,2
2023,9,150110,LIMA METROPOLITANA,LIMA,COMAS,M,6-11 AÑOS,VENEZUELA,1
2023,12,70101,CALLAO,CALLAO,CALLAO,M,6-11 AÑOS,PERÚ,2
2023,6,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,F,30-59 AÑOS,PERÚ,1
2022,5,80803,CUSCO,ESPINAR,COPORAQUE,F,12-17 AÑOS,PERÚ,1
2023,11,100102,HUÁNUCO,HUANUCO,AMARILIS,F,12-17 AÑOS,PERÚ,4
2019,9,80101,CUSCO,CUSCO,CUSCO,M,60 A MAS AÑOS,ALEMANIA,1
2021,11,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,M,60 A MAS AÑOS,PERÚ,1
2019,1,160112,LORETO,MAYNAS,BELEN,F,6-11 AÑOS,PERÚ,1
2022,11,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,M,6-11 AÑOS,PERÚ,1
2022,6,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,M,18-29 AÑOS,PERÚ,1
2023,3,210801,PUNO,MELGAR,AYAVIRI,F,12-17 AÑOS,PERÚ,1
2024,1,80902,CUSCO,LA CONVENCION,ECHARATE,M,60 A MAS AÑOS,PERÚ,1
2024,3,80303,CUSCO,ANTA,CACHIMAYO,F,12-17 AÑOS,PERÚ,1
2024,1,50104,AYACUCHO,HUAMANGA,CARMEN ALTO,M,6-11 AÑOS,PERÚ,1
2024,2,40101,AREQUIPA,AREQUIPA,AREQUIPA,M,60 A MAS AÑOS,PERÚ,1
2021,10,120107,JUNÍN,HUANCAYO,CHILCA,F,18-29 AÑOS,PERÚ,1
2020,2,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,F,12-17 AÑOS,PERÚ,2
2020,11,130201,LA LIBERTAD,ASCOPE,ASCOPE,F,12-17 AÑOS,PERÚ,1
2023,7,220901,SAN MARTÍN,SAN MARTIN,TARAPOTO,M,12-17 AÑOS,PERÚ,1
2023,11,21909,ÁNCASH,SIHUAS,SAN JUAN,M,30-59 AÑOS,PERÚ,1
2022,11,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,60 A MAS AÑOS,PERÚ,3
2023,2,250302,UCAYALI,PADRE ABAD,IRAZOLA,F,18-29 AÑOS,PERÚ,1
2019,4,100204,HUÁNUCO,AMBO,CONCHAMARCA,F,12-17 AÑOS,PERÚ,1
2020,6,21201,ÁNCASH,HUAYLAS,CARAZ,M,30-59 AÑOS,PERÚ,1
2021,10,21801,ÁNCASH,SANTA,CHIMBOTE,M,12-17 AÑOS,PERÚ,1
2020,12,80407,CUSCO,CALCA,TARAY,M,12-17 AÑOS,PERÚ,1
2019,6,20101,ÁNCASH,HUARAZ,HUARAZ,F,12-17 AÑOS,PERÚ,6
2022,1,210702,PUNO,LAMPA,CABANILLA,F,12-17 AÑOS,PERÚ,1
2021,1,61201,CAJAMARCA,SAN PABLO,SAN PABLO,F,18-29 AÑOS,PERÚ,2
2023,12,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,M,12-17 AÑOS,PERÚ,1
2022,3,150502,REGIÓN LIMA,CAÑETE,ASIA,F,12-17 AÑOS,PERÚ,1
2021,1,80101,CUSCO,CUSCO,CUSCO,F,60 A MAS AÑOS,PERÚ,1
2019,8,230401,TACNA,TARATA,TARATA,M,30-59 AÑOS,PERÚ,1
2023,8,210901,PUNO,MOHO,MOHO,M,60 A MAS AÑOS,PERÚ,1
2019,8,230108,TACNA,TACNA,POCOLLAY,M,18-29 AÑOS,PERÚ,1
2021,7,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,M,60 A MAS AÑOS,PERÚ,1
2019,6,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,12-17 AÑOS,PERÚ,2
2024,10,150110,LIMA METROPOLITANA,LIMA,COMAS,M,18-29 AÑOS,PERÚ,2
2023,8,150110,LIMA METROPOLITANA,LIMA,COMAS,M,30-59 AÑOS,PERÚ,2
2019,1,110207,ICA,CHINCHA,PUEBLO NUEVO,F,12-17 AÑOS,PERÚ,2
2019,2,40701,AREQUIPA,ISLAY,MOLLENDO,F,12-17 AÑOS,PERÚ,1
2024,6,90206,HUANCAVELICA,ACOBAMBA,PAUCARA,M,30-59 AÑOS,PERÚ,1
2021,9,120101,JUNÍN,HUANCAYO,HUANCAYO,F,18-29 AÑOS,PERÚ,2
2024,12,80101,CUSCO,CUSCO,CUSCO,M,30-59 AÑOS,PERÚ,3
2024,10,60801,CAJAMARCA,JAEN,JAEN,M,18-29 AÑOS,PERÚ,1
2020,3,80108,CUSCO,CUSCO,WANCHAQ,F,,PERÚ,1
2020,4,80106,CUSCO,CUSCO,SANTIAGO,F,12-17 AÑOS,PERÚ,3
2024,11,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,12-17 AÑOS,PERÚ,1
2022,6,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,12-17 AÑOS,PERÚ,7
2022,11,160301,LORETO,LORETO,NAUTA,F,12-17 AÑOS,PERÚ,1
2019,8,120601,JUNÍN,SATIPO,SATIPO,F,6-11 AÑOS,PERÚ,1
2022,10,140117,LAMBAYEQUE,CHICLAYO,PATAPO,F,12-17 AÑOS,PERÚ,1
2023,4,81212,CUSCO,QUISPICANCHI,QUIQUIJANA,F,12-17 AÑOS,PERÚ,1
2023,3,120121,JUNÍN,HUANCAYO,HUAYUCACHI,F,18-29 AÑOS,PERÚ,1
2020,9,220903,SAN MARTÍN,SAN MARTIN,CACATACHI,F,12-17 AÑOS,PERÚ,1
2020,6,160108,LORETO,MAYNAS,PUNCHANA,F,6-11 AÑOS,PERÚ,1
2019,10,150812,REGIÓN LIMA,HUAURA,VEGUETA,F,12-17 AÑOS,PERÚ,1
2021,6,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,12-17 AÑOS,PERÚ,2
2023,6,140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,M,18-29 AÑOS,PERÚ,1
2023,11,80105,CUSCO,CUSCO,SAN SEBASTIAN,M,18-29 AÑOS,PERÚ,1
2025,5,90503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,M,12-17 AÑOS,PERÚ,1
2025,1,80603,CUSCO,CANCHIS,COMBAPATA,F,18-29 AÑOS,PERÚ,1
2020,12,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,6-11 AÑOS,PERÚ,1
2022,1,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,30-59 AÑOS,PERÚ,1
2025,3,70101,CALLAO,CALLAO,CALLAO,F,60 A MAS AÑOS,PERÚ,1
2022,5,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,M,6-11 AÑOS,PERÚ,1
2020,3,150727,REGIÓN LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,M,30-59 AÑOS,PERÚ,1
2022,2,131201,LA LIBERTAD,VIRU,VIRU,M,18-29 AÑOS,PERÚ,1
2024,5,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,12-17 AÑOS,VENEZUELA,1
2019,12,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,18-29 AÑOS,PERÚ,1
2023,11,230103,TACNA,TACNA,CALANA,M,30-59 AÑOS,PERÚ,1
2021,11,210806,PUNO,MELGAR,NUÑOA,M,12-17 AÑOS,PERÚ,1
2022,3,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,F,12-17 AÑOS,PERÚ,5
2019,3,80601,CUSCO,CANCHIS,SICUANI,F,18-29 AÑOS,PERÚ,3
2022,7,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,F,12-17 AÑOS,PERÚ,1
2020,7,220909,SAN MARTÍN,SAN MARTIN,LA BANDA DE SHILCAYO,F,30-59 AÑOS,PERÚ,1
2022,3,150105,LIMA METROPOLITANA,LIMA,BREÑA,M,30-59 AÑOS,PERÚ,1
2023,8,220103,SAN MARTÍN,MOYOBAMBA,HABANA,F,12-17 AÑOS,PERÚ,1
2023,10,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,F,12-17 AÑOS,PERÚ,1
2019,3,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,18-29 AÑOS,PERÚ,2
2020,3,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,30-59 AÑOS,PERÚ,12
2024,9,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,18-29 AÑOS,VENEZUELA,1
2019,11,120107,JUNÍN,HUANCAYO,CHILCA,M,60 A MAS AÑOS,PERÚ,3
2022,2,150801,REGIÓN LIMA,HUAURA,HUACHO,F,12-17 AÑOS,PERÚ,2
2020,4,120402,JUNÍN,JAUJA,ACOLLA,F,60 A MAS AÑOS,PERÚ,1
2024,9,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,M,18-29 AÑOS,PERÚ,1
2019,9,120114,JUNÍN,HUANCAYO,EL TAMBO,M,12-17 AÑOS,PERÚ,4
2025,1,100101,HUÁNUCO,HUANUCO,HUANUCO,F,12-17 AÑOS,PERÚ,2
2024,3,240102,TUMBES,TUMBES,CORRALES,M,12-17 AÑOS,PERÚ,1
2025,7,150105,LIMA METROPOLITANA,LIMA,BREÑA,M,18-29 AÑOS,VENEZUELA,1
2021,3,150811,REGIÓN LIMA,HUAURA,SAYAN,M,12-17 AÑOS,PERÚ,1
2019,12,21801,ÁNCASH,SANTA,CHIMBOTE,M,30-59 AÑOS,PERÚ,2
2023,1,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,F,12-17 AÑOS,PERÚ,1
2021,7,40101,AREQUIPA,AREQUIPA,AREQUIPA,F,18-29 AÑOS,PERÚ,1
2021,6,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,F,12-17 AÑOS,PERÚ,1
2023,5,210103,PUNO,PUNO,AMANTANI,M,30-59 AÑOS,PERÚ,1
2024,1,150202,REGIÓN LIMA,BARRANCA,PARAMONGA,F,12-17 AÑOS,PERÚ,1
2019,9,150507,REGIÓN LIMA,CAÑETE,IMPERIAL,M,30-59 AÑOS,PERÚ,1
2021,4,20101,ÁNCASH,HUARAZ,HUARAZ,F,30-59 AÑOS,PERÚ,1
2021,11,70104,CALLAO,CALLAO,LA PERLA,M,12-17 AÑOS,PERÚ,1
2024,8,120215,JUNÍN,CONCEPCION,SANTA ROSA DE OCOPA,F,30-59 AÑOS,PERÚ,1
2020,2,150139,LIMA METROPOLITANA,LIMA,SANTA ROSA,F,12-17 AÑOS,PERÚ,3
2022,1,120904,JUNÍN,CHUPACA,HUACHAC,F,30-59 AÑOS,PERÚ,1
2024,10,50401,AYACUCHO,HUANTA,HUANTA,M,12-17 AÑOS,PERÚ,1
