AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2024,3,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,30-59 AÑOS,PERÚ,1
2019,7,70102,CALLAO,CALLAO,BELLAVISTA,F,12-17 AÑOS,PERÚ,2
2023,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12-17 AÑOS,VENEZUELA,1
2021,7,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,M,12-17 AÑOS,PERÚ,2
2024,11,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,6-11 AÑOS,PERÚ,2
2023,2,110106,ICA,ICA,PARCONA,F,60 A MAS AÑOS,PERÚ,1
2020,2,80106,CUSCO,CUSCO,SANTIAGO,F,60 A MAS AÑOS,PERÚ,1
2022,8,81001,CUSCO,PARURO,PARURO,F,30-59 AÑOS,PERÚ,1
2020,4,80101,CUSCO,CUSCO,CUSCO,M,30-59 AÑOS,PERÚ,1
2021,1,120701,JUNÍN,TARMA,TARMA,F,12-17 AÑOS,PERÚ,4
2019,8,230103,TACNA,TACNA,CALANA,M,60 A MAS AÑOS,PERÚ,1
2022,8,160108,LORETO,MAYNAS,PUNCHANA,M,60 A MAS AÑOS,PERÚ,1
2021,5,50501,AYACUCHO,LA MAR,SAN MIGUEL,M,6-11 AÑOS,PERÚ,1
2024,12,150124,LIMA METROPOLITANA,LIMA,PUCUSANA,F,12-17 AÑOS,PERÚ,1
2023,4,210601,PUNO,HUANCANE,HUANCANE,M,12-17 AÑOS,PERÚ,1
2024,11,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,30-59 AÑOS,VENEZUELA,1
2022,10,80503,CUSCO,CANAS,KUNTURKANKI,F,12-17 AÑOS,PERÚ,1
2019,12,150139,LIMA METROPOLITANA,LIMA,SANTA ROSA,F,30-59 AÑOS,PERÚ,1
2025,7,20101,ÁNCASH,HUARAZ,HUARAZ,F,18-29 AÑOS,PERÚ,1
2021,7,210101,PUNO,PUNO,PUNO,M,12-17 AÑOS,PERÚ,2
2019,5,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,18-29 AÑOS,PERÚ,1
2020,8,200104,PIURA,PIURA,CASTILLA,F,12-17 AÑOS,PERÚ,3
2023,4,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,30-59 AÑOS,VENEZUELA,1
2019,6,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,12-17 AÑOS,PERÚ,8
2024,1,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,30-59 AÑOS,PERÚ,1
2025,2,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,12-17 AÑOS,PERÚ,3
2023,1,150101,LIMA METROPOLITANA,LIMA,LIMA,M,30-59 AÑOS,PERÚ,1
2019,12,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,18-29 AÑOS,PERÚ,3
2021,6,120405,JUNÍN,JAUJA,CANCHAYLLO,F,12-17 AÑOS,PERÚ,1
2021,4,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,F,18-29 AÑOS,PERÚ,2
2020,3,230101,TACNA,TACNA,TACNA,M,60 A MAS AÑOS,PERÚ,1
2024,11,131202,LA LIBERTAD,VIRU,CHAO,F,18-29 AÑOS,PERÚ,1
2024,12,80106,CUSCO,CUSCO,SANTIAGO,F,12-17 AÑOS,PERÚ,14
2020,7,50102,AYACUCHO,HUAMANGA,ACOCRO,F,18-29 AÑOS,PERÚ,1
2023,11,150101,LIMA METROPOLITANA,LIMA,LIMA,M,30-59 AÑOS,VENEZUELA,1
2022,9,210101,PUNO,PUNO,PUNO,M,12-17 AÑOS,PERÚ,6
2024,8,120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,M,12-17 AÑOS,PERÚ,1
2021,2,120114,JUNÍN,HUANCAYO,EL TAMBO,M,30-59 AÑOS,PERÚ,1
2021,10,170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,F,18-29 AÑOS,PERÚ,1
2021,4,230101,TACNA,TACNA,TACNA,F,12-17 AÑOS,PERÚ,3
2020,2,140120,LAMBAYEQUE,CHICLAYO,TUMAN,F,12-17 AÑOS,PERÚ,1
2024,9,21801,ÁNCASH,SANTA,CHIMBOTE,M,60 A MAS AÑOS,PERÚ,1
2021,8,150116,LIMA METROPOLITANA,LIMA,LINCE,F,60 A MAS AÑOS,PERÚ,1
2024,10,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,F,60 A MAS AÑOS,PERÚ,1
2022,1,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,M,12-17 AÑOS,PERÚ,2
2023,6,200104,PIURA,PIURA,CASTILLA,F,12-17 AÑOS,PERÚ,1
2020,2,21701,ÁNCASH,RECUAY,RECUAY,F,12-17 AÑOS,PERÚ,1
2021,8,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,18-29 AÑOS,PERÚ,2
2019,11,150605,REGIÓN LIMA,HUARAL,CHANCAY,F,12-17 AÑOS,PERÚ,4
2019,5,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,12-17 AÑOS,PERÚ,6
2023,12,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12-17 AÑOS,PERÚ,11
2024,4,120101,JUNÍN,HUANCAYO,HUANCAYO,M,18-29 AÑOS,PERÚ,3
2025,1,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,12-17 AÑOS,PERÚ,1
2025,6,50405,AYACUCHO,HUANTA,LURICOCHA,F,12-17 AÑOS,PERÚ,2
2023,7,80108,CUSCO,CUSCO,WANCHAQ,M,30-59 AÑOS,VENEZUELA,1
2024,9,160101,LORETO,MAYNAS,IQUITOS,F,6-11 AÑOS,PERÚ,1
2022,6,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,12-17 AÑOS,PERÚ,2
2023,9,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,12-17 AÑOS,VENEZUELA,2
2022,4,120107,JUNÍN,HUANCAYO,CHILCA,F,12-17 AÑOS,PERÚ,8
2019,11,120604,JUNÍN,SATIPO,MAZAMARI,F,30-59 AÑOS,PERÚ,1
2023,5,160112,LORETO,MAYNAS,BELEN,F,30-59 AÑOS,PERÚ,1
2019,4,90716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,F,12-17 AÑOS,PERÚ,2
2023,8,21801,ÁNCASH,SANTA,CHIMBOTE,M,6-11 AÑOS,PERÚ,1
2019,8,230102,TACNA,TACNA,ALTO DE LA ALIANZA,F,60 A MAS AÑOS,PERÚ,1
2023,7,130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,M,30-59 AÑOS,PERÚ,1
2025,7,40126,AREQUIPA,AREQUIPA,YANAHUARA,F,30-59 AÑOS,PERÚ,2
2021,6,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,60 A MAS AÑOS,PERÚ,1
2019,7,70101,CALLAO,CALLAO,CALLAO,M,6-11 AÑOS,PERÚ,2
2024,7,80901,CUSCO,LA CONVENCION,SANTA ANA,M,18-29 AÑOS,PERÚ,1
2024,6,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,M,60 A MAS AÑOS,PERÚ,1
2022,3,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,30-59 AÑOS,PERÚ,1
2019,6,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,F,12-17 AÑOS,PERÚ,6
2022,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,12-17 AÑOS,VENEZUELA,1
2021,9,150601,REGIÓN LIMA,HUARAL,HUARAL,F,12-17 AÑOS,VENEZUELA,1
2020,6,40205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,F,12-17 AÑOS,PERÚ,1
2019,4,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,M,12-17 AÑOS,PERÚ,2
2020,2,140117,LAMBAYEQUE,CHICLAYO,PATAPO,F,12-17 AÑOS,PERÚ,1
2025,2,131202,LA LIBERTAD,VIRU,CHAO,M,60 A MAS AÑOS,PERÚ,1
2023,7,120117,JUNÍN,HUANCAYO,HUALHUAS,M,18-29 AÑOS,PERÚ,1
2022,10,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,60 A MAS AÑOS,PERÚ,1
2024,9,40703,AREQUIPA,ISLAY,DEAN VALDIVIA,F,12-17 AÑOS,PERÚ,1
2021,6,140119,LAMBAYEQUE,CHICLAYO,PUCALA,F,30-59 AÑOS,PERÚ,1
2022,9,80106,CUSCO,CUSCO,SANTIAGO,F,30-59 AÑOS,PERÚ,1
2023,3,40701,AREQUIPA,ISLAY,MOLLENDO,F,18-29 AÑOS,PERÚ,1
2024,7,160606,LORETO,UCAYALI,VARGAS GUERRA,M,60 A MAS AÑOS,PERÚ,1
2021,9,80801,CUSCO,ESPINAR,ESPINAR,F,30-59 AÑOS,PERÚ,1
2025,2,120401,JUNÍN,JAUJA,JAUJA,F,12-17 AÑOS,PERÚ,1
2019,10,80305,CUSCO,ANTA,HUAROCONDO,M,30-59 AÑOS,PERÚ,1
2022,8,80902,CUSCO,LA CONVENCION,ECHARATE,M,30-59 AÑOS,PERÚ,1
2024,8,80801,CUSCO,ESPINAR,ESPINAR,F,18-29 AÑOS,PERÚ,1
2023,8,120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,M,30-59 AÑOS,PERÚ,1
2023,5,150103,LIMA METROPOLITANA,LIMA,ATE,M,12-17 AÑOS,VENEZUELA,1
2021,9,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,30-59 AÑOS,PERÚ,2
2022,12,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,18-29 AÑOS,PERÚ,2
2022,8,190113,PASCO,PASCO,YANACANCHA,F,6-11 AÑOS,PERÚ,1
2024,11,230101,TACNA,TACNA,TACNA,F,30-59 AÑOS,PERÚ,1
2024,1,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,30-59 AÑOS,PERÚ,1
2024,12,110206,ICA,CHINCHA,GROCIO PRADO,F,30-59 AÑOS,PERÚ,1
2023,8,200801,PIURA,SECHURA,SECHURA,M,12-17 AÑOS,PERÚ,2
2023,7,150505,REGIÓN LIMA,CAÑETE,CHILCA,F,12-17 AÑOS,BOLIVIA,1
2022,9,70106,CALLAO,CALLAO,VENTANILLA,F,18-29 AÑOS,PERÚ,5
2024,7,81301,CUSCO,URUBAMBA,URUBAMBA,M,12-17 AÑOS,PERÚ,1
2023,7,200602,PIURA,SULLANA,BELLAVISTA,F,12-17 AÑOS,PERÚ,3
2019,5,80801,CUSCO,ESPINAR,ESPINAR,F,18-29 AÑOS,PERÚ,1
2019,1,40122,AREQUIPA,AREQUIPA,SOCABAYA,M,,PERÚ,1
2020,2,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,M,60 A MAS AÑOS,PERÚ,1
2025,5,40101,AREQUIPA,AREQUIPA,AREQUIPA,F,12-17 AÑOS,PERÚ,3
2021,10,250201,UCAYALI,ATALAYA,RAYMONDI,M,12-17 AÑOS,PERÚ,1
2021,7,60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,M,12-17 AÑOS,PERÚ,2
2020,1,110401,ICA,PALPA,PALPA,M,18-29 AÑOS,VENEZUELA,1
2022,10,120107,JUNÍN,HUANCAYO,CHILCA,F,18-29 AÑOS,PERÚ,3
2023,10,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,18-29 AÑOS,PERÚ,3
2019,9,80904,CUSCO,LA CONVENCION,MARANURA,F,12-17 AÑOS,PERÚ,1
2020,1,40108,AREQUIPA,AREQUIPA,LA JOYA,M,30-59 AÑOS,PERÚ,1
2021,6,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,M,30-59 AÑOS,PERÚ,1
2024,6,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12-17 AÑOS,PERÚ,6
2019,11,20101,ÁNCASH,HUARAZ,HUARAZ,M,,PERÚ,1
2019,10,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,12-17 AÑOS,PERÚ,1
2022,5,150103,LIMA METROPOLITANA,LIMA,ATE,F,6-11 AÑOS,PERÚ,1
2021,2,200805,PIURA,SECHURA,VICE,F,18-29 AÑOS,PERÚ,1
2020,6,110111,ICA,ICA,SANTIAGO,M,30-59 AÑOS,PERÚ,1
2023,5,60807,CAJAMARCA,JAEN,POMAHUACA,F,12-17 AÑOS,PERÚ,1
2021,12,100101,HUÁNUCO,HUANUCO,HUANUCO,M,12-17 AÑOS,PERÚ,3
2020,3,70107,CALLAO,CALLAO,MI PERU,M,6-11 AÑOS,PERÚ,1
2020,10,120606,JUNÍN,SATIPO,PANGOA,F,12-17 AÑOS,PERÚ,4
2019,12,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,F,18-29 AÑOS,PERÚ,1
2019,10,60105,CAJAMARCA,CAJAMARCA,ENCAÑADA,F,12-17 AÑOS,PERÚ,1
2020,5,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,,PERÚ,1
2024,5,131202,LA LIBERTAD,VIRU,CHAO,F,12-17 AÑOS,PERÚ,2
2021,1,150801,REGIÓN LIMA,HUAURA,HUACHO,F,18-29 AÑOS,PERÚ,2
2020,8,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,12-17 AÑOS,PERÚ,3
2019,9,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,M,60 A MAS AÑOS,PERÚ,1
2023,9,190113,PASCO,PASCO,YANACANCHA,F,12-17 AÑOS,PERÚ,2
2021,2,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,F,12-17 AÑOS,PERÚ,1
2019,12,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,60 A MAS AÑOS,PERÚ,3
2024,1,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,M,30-59 AÑOS,PERÚ,2
2023,7,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,F,12-17 AÑOS,PERÚ,3
2022,1,50407,AYACUCHO,HUANTA,SIVIA,M,18-29 AÑOS,PERÚ,1
2019,2,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,12-17 AÑOS,PERÚ,6
2021,3,80105,CUSCO,CUSCO,SAN SEBASTIAN,M,18-29 AÑOS,PERÚ,1
2021,8,200115,PIURA,PIURA,26 DE OCTUBRE,F,12-17 AÑOS,PERÚ,7
2020,12,110501,ICA,PISCO,PISCO,M,18-29 AÑOS,PERÚ,1
2020,4,61001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,M,30-59 AÑOS,PERÚ,1
2019,6,40122,AREQUIPA,AREQUIPA,SOCABAYA,M,12-17 AÑOS,PERÚ,2
2021,10,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,F,12-17 AÑOS,PERÚ,4
2020,2,150103,LIMA METROPOLITANA,LIMA,ATE,F,,PERÚ,1
2023,5,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,M,60 A MAS AÑOS,PERÚ,1
2019,2,40112,AREQUIPA,AREQUIPA,PAUCARPATA,F,18-29 AÑOS,PERÚ,1
2024,1,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,M,12-17 AÑOS,PERÚ,2
2021,9,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,F,30-59 AÑOS,PERÚ,1
2024,3,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,30-59 AÑOS,VENEZUELA,1
2021,9,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,F,18-29 AÑOS,PERÚ,1
2021,10,230101,TACNA,TACNA,TACNA,F,18-29 AÑOS,PERÚ,2
2022,3,160101,LORETO,MAYNAS,IQUITOS,F,12-17 AÑOS,PERÚ,9
2024,10,120101,JUNÍN,HUANCAYO,HUANCAYO,M,12-17 AÑOS,PERÚ,2
2021,10,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,18-29 AÑOS,PERÚ,2
2021,9,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,M,60 A MAS AÑOS,PERÚ,1
2019,2,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,6-11 AÑOS,PERÚ,1
2023,1,110506,ICA,PISCO,SAN ANDRES,M,30-59 AÑOS,PERÚ,1
2020,8,110301,ICA,NAZCA,NAZCA,F,12-17 AÑOS,PERÚ,2
2025,4,131202,LA LIBERTAD,VIRU,CHAO,F,6-11 AÑOS,PERÚ,1
2021,1,120201,JUNÍN,CONCEPCION,CONCEPCION,F,12-17 AÑOS,PERÚ,2
2024,12,210101,PUNO,PUNO,PUNO,M,30-59 AÑOS,PERÚ,1
2019,4,120302,JUNÍN,CHANCHAMAYO,PERENE,M,30-59 AÑOS,PERÚ,1
2021,5,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,60 A MAS AÑOS,PERÚ,1
2023,4,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,12-17 AÑOS,PERÚ,8
2022,8,60201,CAJAMARCA,CAJABAMBA,CAJABAMBA,F,12-17 AÑOS,PERÚ,1
2023,6,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,18-29 AÑOS,PERÚ,2
2025,1,81205,CUSCO,QUISPICANCHI,CCATCA,F,12-17 AÑOS,PERÚ,2
2020,8,150110,LIMA METROPOLITANA,LIMA,COMAS,M,30-59 AÑOS,PERÚ,8
2019,7,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,30-59 AÑOS,PERÚ,1
2025,1,130402,LA LIBERTAD,CHEPEN,PACANGA,F,12-17 AÑOS,PERÚ,1
2024,3,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,60 A MAS AÑOS,PERÚ,3
2024,2,90301,HUANCAVELICA,ANGARAES,LIRCAY,M,30-59 AÑOS,PERÚ,2
2019,11,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,0-5 AÑOS,PERÚ,1
2022,3,200601,PIURA,SULLANA,SULLANA,M,18-29 AÑOS,PERÚ,3
2024,3,210101,PUNO,PUNO,PUNO,M,6-11 AÑOS,PERÚ,2
2019,10,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,,PERÚ,1
2021,9,150110,LIMA METROPOLITANA,LIMA,COMAS,F,12-17 AÑOS,PERÚ,5
2024,9,120107,JUNÍN,HUANCAYO,CHILCA,M,12-17 AÑOS,PERÚ,1
2021,9,40128,AREQUIPA,AREQUIPA,YURA,F,60 A MAS AÑOS,PERÚ,1
2022,1,180301,MOQUEGUA,ILO,ILO,M,60 A MAS AÑOS,PERÚ,1
2022,4,200706,PIURA,TALARA,MANCORA,F,12-17 AÑOS,PERÚ,1
2019,11,30606,APURIMAC,CHINCHEROS,ONGOY,F,12-17 AÑOS,PERÚ,2
2024,2,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,6-11 AÑOS,PERÚ,1
2022,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,12-17 AÑOS,PERÚ,1
2024,10,200110,PIURA,PIURA,LA UNION,M,12-17 AÑOS,PERÚ,1
2022,9,120101,JUNÍN,HUANCAYO,HUANCAYO,F,18-29 AÑOS,PERÚ,2
2019,12,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,18-29 AÑOS,PERÚ,6
2021,9,110507,ICA,PISCO,SAN CLEMENTE,M,12-17 AÑOS,PERÚ,1
2019,12,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,60 A MAS AÑOS,PERÚ,1
2019,11,50116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES,F,18-29 AÑOS,PERÚ,1
2020,2,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,30-59 AÑOS,PERÚ,1
2019,12,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,12-17 AÑOS,VENEZUELA,1
2021,6,81306,CUSCO,URUBAMBA,OLLANTAYTAMBO,F,12-17 AÑOS,PERÚ,1
2021,9,190301,PASCO,OXAPAMPA,OXAPAMPA,F,18-29 AÑOS,PERÚ,1
2023,2,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,12-17 AÑOS,PERÚ,1
2022,4,200101,PIURA,PIURA,PIURA,M,18-29 AÑOS,COLOMBIA,1
2023,8,110201,ICA,CHINCHA,CHINCHA ALTA,F,12-17 AÑOS,PERÚ,1
2025,6,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,12-17 AÑOS,PERÚ,3
2023,10,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,M,30-59 AÑOS,PERÚ,1
2021,3,61101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,M,30-59 AÑOS,PERÚ,1
2020,10,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,F,12-17 AÑOS,PERÚ,10
2025,3,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,12-17 AÑOS,PERÚ,1
2023,5,220401,SAN MARTÍN,HUALLAGA,SAPOSOA,F,12-17 AÑOS,PERÚ,2
2025,7,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,18-29 AÑOS,PERÚ,4
2022,10,70101,CALLAO,CALLAO,CALLAO,M,12-17 AÑOS,VENEZUELA,1
2024,11,150139,LIMA METROPOLITANA,LIMA,SANTA ROSA,M,12-17 AÑOS,PERÚ,1
2023,11,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,30-59 AÑOS,PERÚ,1
2019,6,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,12-17 AÑOS,PERÚ,5
2019,9,240101,TUMBES,TUMBES,TUMBES,M,6-11 AÑOS,PERÚ,1
2019,3,120201,JUNÍN,CONCEPCION,CONCEPCION,F,30-59 AÑOS,PERÚ,1
2019,12,61301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,M,12-17 AÑOS,PERÚ,1
2022,9,211101,PUNO,SAN ROMAN,JULIACA,F,18-29 AÑOS,PERÚ,2
2024,5,200115,PIURA,PIURA,26 DE OCTUBRE,F,12-17 AÑOS,PERÚ,2
2023,10,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,60 A MAS AÑOS,PERÚ,1
2019,12,150119,LIMA METROPOLITANA,LIMA,LURIN,F,12-17 AÑOS,PERÚ,5
2025,2,110303,ICA,NAZCA,EL INGENIO,M,30-59 AÑOS,PERÚ,1
2019,8,10311,AMAZONAS,BONGARA,VALERA,M,18-29 AÑOS,PERÚ,1
2024,8,131101,LA LIBERTAD,GRAN CHIMU,CASCAS,F,12-17 AÑOS,PERÚ,1
2025,5,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,F,60 A MAS AÑOS,PERÚ,1
2019,3,220401,SAN MARTÍN,HUALLAGA,SAPOSOA,F,12-17 AÑOS,PERÚ,2
2023,6,110301,ICA,NAZCA,NAZCA,F,12-17 AÑOS,PERÚ,1
2024,6,80106,CUSCO,CUSCO,SANTIAGO,F,18-29 AÑOS,PERÚ,1
2020,3,60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,F,18-29 AÑOS,PERÚ,1
2024,4,80901,CUSCO,LA CONVENCION,SANTA ANA,F,18-29 AÑOS,PERÚ,1
2022,2,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,12-17 AÑOS,PERÚ,3
2021,2,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,30-59 AÑOS,PERÚ,1
2021,2,21702,ÁNCASH,RECUAY,CATAC,M,12-17 AÑOS,PERÚ,1
2019,12,120604,JUNÍN,SATIPO,MAZAMARI,M,30-59 AÑOS,PERÚ,1
2025,6,80101,CUSCO,CUSCO,CUSCO,F,18-29 AÑOS,PERÚ,4
2022,9,110301,ICA,NAZCA,NAZCA,M,60 A MAS AÑOS,PERÚ,1
2022,9,150101,LIMA METROPOLITANA,LIMA,LIMA,F,60 A MAS AÑOS,PERÚ,1
2022,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30-59 AÑOS,PERÚ,3
2019,12,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,0-5 AÑOS,PERÚ,1
2022,1,120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,F,18-29 AÑOS,PERÚ,1
2024,1,60108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,F,12-17 AÑOS,PERÚ,1
2020,9,180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,12-17 AÑOS,PERÚ,2
2025,1,190304,PASCO,OXAPAMPA,PALCAZU,M,60 A MAS AÑOS,PERÚ,1
2019,9,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,F,18-29 AÑOS,PERÚ,1
2019,5,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,30-59 AÑOS,PERÚ,1
2023,1,110106,ICA,ICA,PARCONA,M,60 A MAS AÑOS,PERÚ,1
2024,11,81203,CUSCO,QUISPICANCHI,CAMANTI,M,30-59 AÑOS,PERÚ,1
2024,12,40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,F,12-17 AÑOS,PERÚ,2
2021,1,100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,F,12-17 AÑOS,PERÚ,2
2022,12,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,12-17 AÑOS,PERÚ,1
2020,7,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,18-29 AÑOS,VENEZUELA,1
2023,2,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,F,12-17 AÑOS,PERÚ,2
2021,8,150509,REGIÓN LIMA,CAÑETE,MALA,M,12-17 AÑOS,PERÚ,1
2022,5,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,12-17 AÑOS,PERÚ,11
2019,5,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,M,12-17 AÑOS,PERÚ,1
2021,4,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,12-17 AÑOS,PERÚ,4
2021,3,240101,TUMBES,TUMBES,TUMBES,F,12-17 AÑOS,PERÚ,6
2022,2,120607,JUNÍN,SATIPO,RIO NEGRO,M,12-17 AÑOS,PERÚ,1
2020,12,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,M,30-59 AÑOS,PERÚ,1
2024,4,80605,CUSCO,CANCHIS,PITUMARCA,M,30-59 AÑOS,PERÚ,1
2022,10,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,30-59 AÑOS,VENEZUELA,1
2019,4,150104,LIMA METROPOLITANA,LIMA,BARRANCO,F,60 A MAS AÑOS,PERÚ,1
2020,9,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,12-17 AÑOS,PERÚ,7
2023,9,80101,CUSCO,CUSCO,CUSCO,F,30-59 AÑOS,PERÚ,1
2021,3,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,F,30-59 AÑOS,PERÚ,1
2021,8,100301,HUÁNUCO,DOS DE MAYO,LA UNION,F,12-17 AÑOS,PERÚ,1
2019,12,120401,JUNÍN,JAUJA,JAUJA,M,18-29 AÑOS,PERÚ,1
2019,10,90601,HUANCAVELICA,HUAYTARA,HUAYTARA,M,60 A MAS AÑOS,PERÚ,1
2023,7,150507,REGIÓN LIMA,CAÑETE,IMPERIAL,M,6-11 AÑOS,PERÚ,1
